address_id,house_number,house_name,street,city,county,post_code
5500360906,944,Cathedral Quarter,Margravine Road,Gloucester,Hampshire,GL1 3AA
6801029983,324,The iQ Wolverhampton,Addison Road,Oxford,Cornwall,WF1 2AA
1718589611,754,The Bottle Yard Studios,Bramerton Street,Coventry,Greater Manchester,ST1 2AA
4498436237,1483,The Norwich Lanes,Addison Road,Carlisle,Derbyshire,CB1 3AA
5257869705,578,The Waterfront,Wilton Road,Leicester,Cambridgeshire,BH1 1AA
7746897282,260,Linthorpe Road,Thornhill Road,Swindon,Hertfordshire,BS1 3AA
2889764648,345,The Buttermarket,Parsons Green Lane,Bradford,Warwickshire,S1 1AA
8167843629,789,Castlegate,Sutherland Avenue,Wolverhampton,Shropshire,CR1 1AA
6056863689,1251,Bede House,Fitzroy Square,Middlesbrough,Suffolk,EX1 1AA
2145873546,598,The Randolph,Sutherland Avenue,Oxford,Norfolk,SR1 1AA
7116557792,747,The Unity Building,Highbury Fields,Sunderland,East Sussex,HU1 3AA
6268159195,831,Regent Street,Sutherland Avenue,Ipswich,Rutland,BS1 1AA
893779792,864,Lakeside Village,Wimbledon Park Road,Birmingham,Worcestershire,NR1 1AA
3626331628,131,The Quays,Thornhill Road,Doncaster,Suffolk,NE1 3AA
6684130357,747,High Street,The Crescent,Southampton,Cornwall,BN1 3AA
3300418038,662,The Sands,Church Street,Manchester,Norfolk,BN1 2AA
5404416629,267,The Big One Apartments,Chipping Norton Street,Swindon,Wiltshire,SR1 3AA
6586917107,1387,The Norwich Lanes,Lyttelton Road,Portsmouth,Cheshire,WD1 1AA
5338366185,82,The Waterfront,Bloomsbury Square,Portsmouth,Herefordshire,FY1 3AA
584250657,24,The Centre MK,Wimbledon Park Road,Bournemouth,Nottinghamshire,NR1 3AA
1252251327,1253,The Harlequin,Askew Road,Watford,Bristol,CA1 1AA
1013842170,780,Moda Living,Chipping Norton Street,Coventry,Nottinghamshire,BH1 3AA
7846380672,829,The Close,Parsons Green Lane,Luton,Lancashire,IP1 3AA
1608877892,1255,Spinningfields Tower,Gillespie Road,Sheffield,Warwickshire,CB1 2AA
7797725136,1177,The Butts,Wilton Road,Salisbury,Cumbria,WD1 1AA
6661517190,918,Humber Street,The Boltons,Blackburn,East Riding of Yorkshire,WF1 3AA
2133426183,792,Southgate,Lauderdale Road,Nottingham,Bristol,PL1 1AA
6463901741,1114,Xscape MK,Kensington Palace Gardens,Bradford,Cambridgeshire,FY1 1AA
7409408928,1488,Cathedral Square,Notting Hill Gate,Wolverhampton,Nottinghamshire,EX1 2AA
8099196368,925,Bathurst Buildings,Chipping Norton Street,Sunderland,Durham,SO1 1AA
3378775963,521,The Lansdowne,Chipping Norton Street,Lincoln,Cornwall,NG1 1AA
8476327897,204,Lace Market Wohnungen,Park Avenue Road,Birmingham,Worcestershire,LU1 2AA
4102897526,265,High Street,Barnsbury Road,Leeds,Northamptonshire,S1 3AA
6399473276,415,The Rufus Centre,Wimbledon Park Road,Newcastle upon Tyne,Somerset,BS1 1AA
2282257669,466,Bathurst Buildings,Kensington Palace Gardens,Bradford,Surrey,NR1 2AA
9297773036,198,The iQ Wolverhampton,Notting Hill Gate,Rochdale,West Sussex,OL1 2AA
3471963782,1020,Brindleyplace,The Boltons,Bolton,Merseyside,MK1 1AA
9180371132,136,The iQ Wolverhampton,Thornhill Road,Leicester,Durham,OX1 2AA
131527800,1367,The Potteries Shopping Centre,Fitzroy Square,Southampton,Merseyside,SP1 3AA
1646031261,1208,Christchurch Park Ipswich,Randolph Crescent,Manchester,Hampshire,PL1 2AA
8382514138,443,Ropewalks,Church Street,Reading,Cumbria,SP1 2AA
8993607680,447,City Park,Parsons Green Lane,Manchester,Bedfordshire,FY1 2AA
9794734004,823,The Buttermarket,Bloomsbury Square,Exeter,West Sussex,HU1 3AA
47567759,960,Bathurst Buildings,Chipping Norton Street,Bradford,Leicestershire,LE1 3AA
9145916063,220,The Malago Estate,Canonbury Grove,Doncaster,Greater London,FY1 1AA
5855038920,661,Regent Street,Thornhill Road,Bournemouth,Warwickshire,SR1 2AA
8788715353,1327,The Lace House,Church Street,Blackpool,Worcestershire,NE1 3AA
4270640871,1133,Brindleyplace,Gillespie Road,Stoke-on-Trent,Merseyside,SO1 3AA
1457684055,497,The General Hospital Quarter,Church Street,Carlisle,Surrey,MK1 2AA
5083019507,515,Church Wharf,Gillespie Road,Luton,Cornwall,SO1 3AA
6589377545,247,Rochdale Exchange,Church Street,Derby,Suffolk,BL1 1AA
1798777665,1,The Centre MK,Fitzroy Square,Sunderland,Berkshire,DY1 2AA
5162634735,601,The Malago Estate,Lauderdale Road,Doncaster,Cheshire,BD1 2AA
3031537092,432,The Landmark,Wilton Road,Chester,West Midlands,EX1 3AA
1033063460,603,The Vines,Thornhill Road,Cambridge,Devon,EX1 1AA
3620283931,983,The Promenade Apartments,Marylebone High Street,York,North Yorkshire,SN1 3AA
5836194823,242,Gunwharf Quays,Wimbledon Park Road,Kingston upon Hull,Merseyside,BN1 2AA
7463304434,800,Trinity Walk,Notting Hill Gate,Leicester,Cumbria,SO1 1AA
1510654763,975,Watergate Street,Bloomsbury Square,Lincoln,Devon,WV1 2AA
5839161837,1218,The Custard Factory,Marylebone High Street,Liverpool,Norfolk,CR1 3AA
7107101188,1346,The Point,Barons Court Road,Coventry,Wiltshire,LS1 2AA
7077252256,1364,Kirkgate,Alverstone Street,Birmingham,Buckinghamshire,OX1 1AA
4722520100,663,The Broadway,The Crescent,York,Bedfordshire,HU1 3AA
3124132467,934,Cathedral Quarter,Lauderdale Road,Plymouth,Devon,GL1 1AA
3392770922,429,The BH1 Apartments,Marylebone High Street,Peterborough,Lincolnshire,EX1 2AA
9146255893,392,The Lexington,Marylebone High Street,Exeter,Cumbria,B1 1AA
568178351,57,Chapelfield Road,Chipping Norton Street,Ipswich,Norfolk,YO1 1AA
1398029653,1314,The Broadway,Highbury Fields,Doncaster,Northumberland,WF1 2AA
3961611092,1445,Waterfront,Addison Road,Northampton,Lancashire,TS1 3AA
811685195,383,Lakeside Village,Kensington Palace Gardens,Kingston upon Hull,Dorset,TS1 3AA
2485299706,163,The Elements,Barnsbury Road,Leeds,East Riding of Yorkshire,FY1 1AA
6552930984,972,St Paul's Place,Highbury Fields,Reading,Herefordshire,WV1 1AA
1598038427,454,The Silk Mill,Wilton Road,Lincoln,Cornwall,LE1 3AA
5680811235,1107,Chapelfield Road,Weltjie Road,Manchester,Cheshire,SO1 1AA
1710499087,1313,Waterfront,Parsons Green Lane,Liverpool,Hertfordshire,WV1 3AA
669397814,1466,Linthorpe Road,Parsons Green Lane,Northampton,Cumbria,GL1 2AA
9553594603,576,Southgate,Thornhill Road,Southampton,Cumbria,CA1 1AA
7059545212,1219,Highcross Leicester,Barnsbury Road,Salisbury,Cornwall,FY1 2AA
7730306603,245,City Walls,Gillespie Road,Rochdale,Cumbria,BN1 2AA
7489947162,939,The Quays,Barnsbury Road,Birmingham,Norfolk,TS1 1AA
4599038598,1382,Victoria Street,Parsons Green Lane,Liverpool,Northamptonshire,IP1 3AA
8397601740,1129,Rivergate,Bloomsbury Square,Middlesbrough,South Yorkshire,EX1 3AA
5254431415,354,The Strand,Bloomsbury Square,Chester,Essex,MK1 1AA
1940114950,67,The Barbican,Sutherland Avenue,Southampton,Worcestershire,YO1 1AA
3235316701,1208,Sutton Harbour,Lyttelton Road,Kingston upon Hull,Herefordshire,SO1 3AA
4327876836,529,Highcross Leicester,The Boltons,Luton,City of London,MK1 3AA
1474506615,641,The Docks,Bloomsbury Square,Luton,Greater London,LU1 2AA
5730407726,171,Church Wharf,Chipping Norton Street,Peterborough,Cumbria,WF1 2AA
1936506793,1495,The Randolph,Kensington Palace Gardens,Southampton,Lancashire,IP1 1AA
3469846820,1402,Crusader Court,The Boltons,Dudley,Cambridgeshire,PL1 1AA
3886120708,1038,The Rufus Centre,Bramerton Street,Nottingham,Hampshire,SP1 2AA
9546088706,334,Minster Court,Bramerton Street,Exeter,Nottinghamshire,S1 1AA
2857700733,911,The Rufus Centre,Bramerton Street,York,East Sussex,M1 1AA
2281915859,1012,Trinity Leeds,Gillespie Road,Sunderland,East Riding of Yorkshire,CB1 3AA
5465303891,788,Sutton Harbour,Highbury Fields,Blackpool,Nottinghamshire,B1 2AA
59185384,178,The Broadway,The Crescent,Carlisle,Staffordshire,LU1 2AA
6394424005,1401,Guildhall Square,Kensington Palace Gardens,Stoke-on-Trent,Berkshire,DE1 1AA
650297555,167,Victoria Street,Marylebone High Street,Stoke-on-Trent,Worcestershire,DN1 3AA
5584374792,910,The Bridges,Wilton Road,Peterborough,Worcestershire,LS1 3AA
1588961818,746,The Brunel Centre,Fitzroy Square,Northampton,West Midlands,NG1 1AA
4537785667,480,The Vines,Thornhill Road,Coventry,Rutland,S1 3AA
8762843095,172,The Regency,Lyttelton Road,Gloucester,Devon,OX1 1AA
9117102316,1438,Deansgate Quays,Elgin Avenue,Bournemouth,Leicestershire,GL1 2AA
7905409791,906,The Triangle,Elgin Avenue,Dudley,Bedfordshire,CR1 2AA
1032582626,1476,The Drapery,Chipping Norton Street,Leeds,West Sussex,BH1 1AA
6329642370,234,The Avenue,Church Street,Brighton,Northamptonshire,DN1 2AA
7416589878,1225,Southgate,Margravine Road,Blackburn,Greater Manchester,CB1 3AA
9136687995,46,The Quadrant,Randolph Crescent,Birmingham,Lincolnshire,SO1 2AA
9233596761,1000,Velocity Apartments,Alverstone Street,Sheffield,Oxfordshire,CB1 1AA
5150535230,1163,The Pumphouse,Margravine Road,Luton,Lincolnshire,BD1 2AA
5103118963,1412,Transporter Bridge Apartments,Lyttelton Road,Nottingham,Worcestershire,WV1 3AA
9725089383,449,Bede House,Thornhill Road,Northampton,Merseyside,SN1 3AA
4187811702,1394,The Butts,Bloomsbury Square,Exeter,Northumberland,BD1 3AA
4601559146,200,Southgate Street,Wilton Road,Portsmouth,Somerset,LU1 1AA
6232987233,635,Cathedral Green,Elgin Avenue,Ipswich,Cambridgeshire,TS1 3AA
7139287600,540,The Broadway,Parsons Green Lane,Coventry,Warwickshire,RG1 3AA
9084298179,1172,The Cube,Wilton Road,Brighton,Oxfordshire,DN1 2AA
7271711953,1191,The Quadrant,Margravine Road,Rochdale,Isle of Wight,MK1 1AA
1493263358,823,Midsummer Boulevard,Church Street,Bristol,East Sussex,FY1 2AA
45410119,600,Kings Walk,Church Street,Brighton,East Riding of Yorkshire,LN1 2AA
2507671858,1064,The Big One Apartments,The Boltons,Bradford,Cheshire,SP1 3AA
9787728533,1463,The Broadway,Addison Road,Luton,Durham,LE1 3AA
8949756587,1082,The Curve,Canonbury Grove,Reading,Greater London,TS1 2AA
1934777552,980,The Lansdowne,Notting Hill Gate,Salisbury,Greater Manchester,BD1 3AA
1433394456,521,The Barbican,Kensington Palace Gardens,Chester,Staffordshire,NG1 1AA
4416457529,1008,Arena Central,Lyttelton Road,Norwich,Norfolk,BH1 2AA
6458646860,1335,Frenchgate Shopping Centre,Highbury Fields,Blackburn,Worcestershire,TS1 1AA
3326670486,1499,Bede House,Lauderdale Road,Middlesbrough,Isle of Wight,BN1 2AA
1010289918,27,The Bridges,Parsons Green Lane,Chester,Berkshire,CH1 2AA
1659463440,325,The Pumphouse,Alverstone Street,Bolton,East Sussex,EX1 3AA
548556415,656,The Broadway,Barnsbury Road,Dudley,West Sussex,SP1 2AA
692092323,705,Middlehaven,Weltjie Road,Brighton,Greater Manchester,BD1 2AA
867002042,1494,The Distillery,Barons Court Road,Sunderland,Greater Manchester,SP1 3AA
2179093179,550,Trinity Leeds,Gillespie Road,Sheffield,Shropshire,BS1 1AA
6684464700,456,The iQ Wolverhampton,Addison Road,Chester,Devon,WD1 1AA
5627638974,624,Gunwharf Quays,Church Street,Gloucester,Hertfordshire,WD1 1AA
1272640884,1328,The Curve,Park Avenue Road,Stoke-on-Trent,Bristol,WD1 1AA
6150849791,679,The General Hospital Quarter,The Crescent,Watford,Lancashire,MK1 2AA
3930214474,1474,The Custard Factory,Gillespie Road,Bradford,South Yorkshire,FY1 1AA
1498521231,1030,Sutton Harbour,Margravine Road,Derby,Northamptonshire,BS1 3AA
641314833,1028,Victoria Street,Kensington Palace Gardens,Bradford,Nottinghamshire,LU1 3AA
1637385218,1293,Wapping Wharf,Fitzroy Square,Luton,Northumberland,BN1 3AA
6421922074,469,The Centre MK,The Boltons,Ipswich,Somerset,LU1 1AA
6502397832,758,The Holbeck,Sutherland Avenue,Blackburn,Durham,BN1 1AA
4597443177,150,St Paul's Place,Wimbledon Park Road,Birmingham,Derbyshire,LU1 1AA
1141176564,316,Victoria Street,Alverstone Street,Coventry,South Yorkshire,HU1 3AA
8926883477,1378,Kings Walk,Canonbury Grove,Manchester,Cumbria,WV1 2AA
5314664992,424,Transporter Bridge Apartments,Marylebone High Street,Bristol,East Sussex,SO1 3AA
1763316602,918,The Oracle Centre,Wilton Road,Bristol,Essex,CV1 1AA
3254319265,379,Bournville Wharf,The Crescent,Norwich,East Riding of Yorkshire,BS1 1AA
8534372454,1210,The Workstation,Addison Road,Doncaster,Northamptonshire,SO1 1AA
62808036,1143,The Broadway,Margravine Road,Oxford,Cambridgeshire,DE1 3AA
1294946676,829,The Maltings,Canonbury Grove,Wolverhampton,Nottinghamshire,BH1 2AA
2050372469,238,City Park,Chipping Norton Street,Bolton,North Yorkshire,LN1 2AA
628613547,75,The Centre MK,Highbury Fields,Swindon,Berkshire,BH1 3AA
7585597606,787,The Bottle Yard Studios,Bramerton Street,Luton,Hampshire,NE1 3AA
5140180286,646,Castlegate,Barons Court Road,Manchester,Greater Manchester,HU1 3AA
3496740256,1202,The BH1 Apartments,Canonbury Grove,Rochdale,Oxfordshire,PL1 3AA
3177964092,661,The Residence,Addison Road,Watford,Norfolk,CA1 2AA
2526514576,1006,Transporter Bridge Apartments,Alverstone Street,Swindon,Buckinghamshire,EX1 2AA
7147438787,167,Trinity Leeds,Alverstone Street,Milton Keynes,Merseyside,BL1 3AA
3981290763,1066,The Randolph,Chipping Norton Street,Exeter,Herefordshire,SR1 2AA
3633802320,1410,Southgate Street,Highbury Fields,Coventry,Cambridgeshire,BS1 2AA
796195439,1438,Wapping Wharf,Lauderdale Road,Oxford,Surrey,B1 1AA
5962296877,1144,Lace Market Wohnungen,Askew Road,Sheffield,Cambridgeshire,IP1 1AA
3814965264,747,The Oracle Centre,Church Street,Southampton,Hampshire,BS1 3AA
8997672355,1376,The Lexington,Canonbury Grove,Rochdale,Cambridgeshire,RG1 2AA
3264756463,972,The Lace House,The Boltons,Sheffield,North Yorkshire,HU1 1AA
1884421784,628,The General Hospital Quarter,Bloomsbury Square,Carlisle,Hampshire,FY1 2AA
9014703465,732,The Silk Mill,Barnsbury Road,Plymouth,Cornwall,WF1 1AA
2479434346,239,Watergate Street,Randolph Crescent,Kingston upon Hull,Hertfordshire,WV1 2AA
3858834238,1417,Tombland,Margravine Road,Bolton,Derbyshire,DY1 2AA
2150640937,745,The iQ Wolverhampton,Canonbury Grove,Luton,Hampshire,LS1 1AA
3674380250,55,Blackburn Mall,Parsons Green Lane,Norwich,Northumberland,LN1 3AA
226444643,214,Bede House,Chipping Norton Street,Rochdale,East Riding of Yorkshire,OX1 3AA
5210806944,205,Christchurch Park Ipswich,Margravine Road,Chester,Isle of Wight,OX1 3AA
2039209700,376,The Buttermarket,Fitzroy Square,Bristol,West Midlands,CH1 3AA
1085473767,871,Bathurst Buildings,Sutherland Avenue,Swindon,Cornwall,DY1 2AA
9041757058,1011,Sutton Harbour,Bloomsbury Square,Plymouth,East Sussex,PE1 2AA
27284670,970,Leopold Square,Barnsbury Road,Rochdale,North Yorkshire,DE1 2AA
3170373269,605,The Rows,Highbury Fields,Nottingham,Hertfordshire,LU1 1AA
3884887947,1143,County Oak,Marylebone High Street,Leeds,West Midlands,B1 3AA
812350065,819,Victoria Street,The Crescent,Lincoln,Rutland,WF1 1AA
8442405488,61,Castle Quay Apartments,Church Street,Blackburn,Worcestershire,PL1 1AA
5833675111,1308,The Exchange,Addison Road,Nottingham,Cambridgeshire,SN1 1AA
6258415822,885,The Quay,Elgin Avenue,Milton Keynes,Devon,NR1 1AA
2551491991,537,Manchester One,Gillespie Road,Blackpool,East Sussex,TS1 1AA
6541376581,1114,County Oak,Elgin Avenue,Ipswich,Berkshire,WD1 2AA
6890883772,1064,The Ruskin,Highbury Fields,Wakefield,Isle of Wight,CB1 3AA
3587266441,1265,Grand Arcade,Lauderdale Road,Birmingham,Hertfordshire,CR1 2AA
2668635047,895,The Promenade Apartments,Weltjie Road,Blackpool,Wiltshire,M1 2AA
9277289686,496,Blackburn Mall,Kensington Palace Gardens,Birmingham,Wiltshire,IP1 2AA
9725674618,431,The Custard Factory,Askew Road,Leeds,Essex,CB1 1AA
6326905036,630,Steep Hill,Parsons Green Lane,Luton,Derbyshire,NR1 3AA
6667574870,304,Lace Market Wohnungen,Notting Hill Gate,Sheffield,Surrey,TS1 3AA
6167127360,843,Bathurst Buildings,Canonbury Grove,Gloucester,Greater Manchester,DN1 1AA
4682404725,499,The Market Place,Barons Court Road,Plymouth,Worcestershire,EX1 2AA
2009818350,234,The Hive,Chipping Norton Street,Leicester,Greater Manchester,MK1 3AA
70326142,630,Porter Valley,Parsons Green Lane,Leeds,Lancashire,FY1 1AA
4069504796,567,Bede House,Fitzroy Square,Cambridge,Greater Manchester,SP1 1AA
3911241054,714,Bathurst Buildings,Church Street,Oxford,Kent,IP1 3AA
8075908805,644,Bede House,Alverstone Street,Chester,Oxfordshire,WV1 3AA
456873686,166,The Sands,Barnsbury Road,Milton Keynes,Derbyshire,BN1 3AA
9944755087,968,Kings Walk,Marylebone High Street,Southampton,Herefordshire,CV1 2AA
9736221830,1233,The Drapery,Elgin Avenue,Sunderland,East Sussex,LU1 1AA
2127056655,681,The Hive,Notting Hill Gate,Kingston upon Hull,Tyne and Wear,CB1 1AA
2530864608,7,The Lanes Apartments,Canonbury Grove,Coventry,East Sussex,WD1 3AA
349022445,646,The Silk Mill,Kensington Palace Gardens,Ipswich,Cambridgeshire,PL1 1AA
198276869,1012,The Lumen,Weltjie Road,Wakefield,Bedfordshire,SP1 1AA
3834173932,1028,The Brewery Wharf,Chipping Norton Street,Birmingham,Lincolnshire,NR1 1AA
2655289420,311,Trinity Leeds,Gillespie Road,Plymouth,Norfolk,DE1 1AA
5554464769,848,The Quadrant,Wilton Road,Crawley,Leicestershire,HU1 3AA
9230946966,1005,The Beacon,Margravine Road,Derby,Shropshire,BD1 1AA
5631403463,398,The Wave,Bloomsbury Square,Coventry,Gloucestershire,FY1 3AA
2739910894,217,The Quadrant,Gillespie Road,Dudley,Leicestershire,PE1 3AA
8594546890,130,The Rows,Barnsbury Road,Cambridge,Norfolk,CR1 3AA
3139361017,1311,Edgbaston Park,Gillespie Road,Sunderland,Warwickshire,NN1 2AA
5629220667,1085,The Potteries Shopping Centre,Weltjie Road,Manchester,Cambridgeshire,NR1 1AA
2490467980,754,The Grafton,Askew Road,Manchester,East Riding of Yorkshire,NG1 1AA
9978168338,1048,City Walls,Weltjie Road,Derby,Tyne and Wear,BD1 1AA
4987318539,775,The Drapery,Gillespie Road,Luton,West Sussex,FY1 1AA
873497678,1235,The Norwich Lanes,The Boltons,Exeter,Bristol,BH1 3AA
1433915219,233,Middlehaven,Lauderdale Road,Luton,Somerset,BN1 1AA
3100321669,275,Transporter Bridge Apartments,Margravine Road,Liverpool,Merseyside,OX1 2AA
2950996159,1337,Deansgate Quays,Park Avenue Road,Crawley,Hampshire,MK1 3AA
4301447083,1280,Cathedral Square,Askew Road,Luton,Greater Manchester,CB1 3AA
8806494619,1283,Cathedral Square,Barnsbury Road,Newcastle upon Tyne,Dorset,SR1 3AA
7229172381,1151,The Waterfront,Fitzroy Square,Southampton,Merseyside,LE1 3AA
4650227852,806,Midsummer Boulevard,Askew Road,Norwich,Northumberland,BH1 2AA
559255624,666,Minster Court,Park Avenue Road,Wakefield,Herefordshire,WF1 3AA
5047305333,563,Midsummer Boulevard,Alverstone Street,Luton,North Yorkshire,MK1 2AA
977484246,14,Minster Court,Lauderdale Road,Southampton,Cornwall,B1 3AA
4780295270,136,The Hive,Weltjie Road,Bolton,East Riding of Yorkshire,LE1 1AA
323593801,699,Kirkgate,Addison Road,Rochdale,Gloucestershire,IP1 1AA
5973554597,825,Southgate,Kensington Palace Gardens,Leeds,North Yorkshire,LS1 2AA
8258323636,233,The Cube,Elgin Avenue,Southampton,Cambridgeshire,LN1 3AA
1345275048,544,Fisherton Street,Church Street,Reading,Lancashire,BN1 1AA
5367602657,1490,Market Square,Margravine Road,Manchester,Tyne and Wear,CA1 3AA
8901950227,116,Blackburn Mall,Highbury Fields,Dudley,Rutland,BD1 1AA
5099158544,950,The Drapery,Gillespie Road,Chester,Derbyshire,B1 3AA
735397430,803,Rochdale Exchange,Park Avenue Road,Bolton,East Sussex,NE1 1AA
5517529046,1036,Cathedral Green,Lyttelton Road,Luton,Warwickshire,BD1 1AA
3929219506,100,Ropewalks,Elgin Avenue,Ipswich,Greater Manchester,WD1 2AA
