buyer_id,first_name,last_name,date_of_birth,address_id
BU00336,Marten,Ferrea,02/02/73,AD00747
BU00337,Eberto,Waymont,25/10/96,AD00240
BU00338,Dorie,Chazerand,02/09/82,AD00185
BU00339,Ynes,Wem,08/07/04,AD00863
BU00340,Chere,Terrazzo,23/05/85,AD00337
BU00341,Maddi,Malafe,26/01/75,AD00464
BU00342,Winfield,Simionescu,10/05/70,AD00418
BU00343,Sonnie,Lages,11/10/66,AD00988
BU00344,Ann,Kinker,07/07/60,AD00930
BU00345,Odell,Minigo,21/01/77,AD00165
BU00346,Schuyler,Folcarelli,23/11/02,AD00621
BU00347,Tully,Elks,30/11/69,AD00791
BU00348,Jermaine,Philson,17/05/97,AD00508
BU00349,Allys,Scambler,08/04/61,AD00208
BU00350,Kary,Pluck,20/10/92,AD00757
BU00351,Jase,Jenner,04/12/80,AD00781
BU00352,Alard,Skirvin,04/08/80,AD00622
BU00353,Arlena,Condie,23/01/78,AD00740
BU00354,Hercules,Cambridge,18/10/92,AD00412
BU00355,Darcey,Durnall,20/05/66,AD00721
BU00356,Leo,Birks,02/08/04,AD00962
BU00357,Aurora,Ramard,25/03/75,AD00825
BU00358,Josephina,Daid,16/08/85,AD00687
BU00359,Marje,Mixon,21/05/00,AD00301
BU00360,Dido,Willowby,31/03/91,AD00631
BU00361,Fay,Wolstenholme,05/04/00,AD00267
BU00362,Findlay,Benez,11/10/76,AD00896
BU00363,Hartley,Dearing,25/05/77,AD00106
BU00364,Mikaela,MacEntee,03/11/66,AD00548
BU00365,Patrica,Dundendale,25/09/80,AD00364
BU00366,Jorgan,Kellen,04/01/61,AD00140
BU00367,Faina,Beney,23/10/89,AD00708
BU00368,Lindy,Taffie,22/04/72,AD00806
BU00369,Riley,McKeighen,24/07/63,AD00910
BU00370,Bianka,Maylott,09/03/88,AD00871
BU00371,Odilia,Bellwood,18/07/78,AD00569
BU00372,Petronille,Killby,27/07/89,AD00714
BU00373,Jacquetta,Kuhnwald,28/08/85,AD00075
BU00374,Zechariah,Gentzsch,15/06/74,AD00155
BU00375,Renaldo,Startin,15/08/99,AD00028
BU00376,Chaunce,Loveman,30/10/71,AD00462
BU00377,Anatole,Sevitt,18/04/84,AD00236
BU00378,Eileen,Tidridge,14/05/85,AD00098
BU00379,Rhea,Bachellier,24/04/67,AD00080
BU00380,Lilian,Driver,29/12/62,AD00738
BU00381,Sammy,Duesbury,03/09/86,AD00952
BU00382,Berna,Channing,30/06/66,AD00495
BU00383,Chadwick,Ayrs,29/01/83,AD00421
BU00384,Jannelle,Searight,30/12/84,AD00636
BU00385,Chadd,Raiment,05/03/03,AD00124
BU00386,Lindsey,Dolby,21/04/88,AD00601
BU00387,Amabelle,Grist,20/01/96,AD00428
BU00388,Ranee,Sattin,23/04/73,AD00902
BU00389,Vonnie,Ramet,29/12/94,AD00252
BU00390,Alasdair,Mogg,08/10/64,AD00345
BU00391,Winona,Gateshill,09/06/90,AD00643
BU00392,Joanie,Falla,12/09/99,AD00555
BU00393,Windy,Hollebon,01/01/61,AD00541
BU00394,Janela,Lucus,12/01/95,AD00333
BU00395,Rocky,Siman,05/04/97,AD00315
BU00396,Stacey,Villaret,24/01/87,AD00108
BU00397,Colleen,Alastair,26/09/86,AD00213
BU00398,Avrit,Amiss,19/04/93,AD00201
BU00399,Bernie,Kleynermans,26/08/93,AD00856
BU00400,Alyssa,Hilhouse,30/03/69,AD00063
BU00401,Phillis,Barwis,05/04/81,AD00130
BU00402,Andy,Sparshatt,01/03/95,AD00031
BU00403,Orlan,Oldrey,08/05/99,AD00509
BU00404,Torre,d'Arcy,24/07/68,AD00453
BU00405,Ely,McAlroy,24/02/68,AD00543
BU00406,Goddard,Ablewhite,21/08/64,AD00977
BU00407,Harrietta,Tremeer,12/10/76,AD00971
BU00408,Rivalee,Arsnell,01/03/67,AD00082
BU00409,Price,Gjerde,22/03/93,AD00264
BU00410,Graig,Palister,21/06/02,AD00099
BU00411,Cristy,Broom,08/05/64,AD00341
BU00412,Theodore,Gurge,08/10/02,AD00268
BU00413,Mathilda,Tupper,28/03/71,AD00271
BU00414,Hermina,Ashbee,10/02/69,AD00984
BU00415,Lucias,McQuorkel,03/11/61,AD00188
BU00416,Morgan,Colquitt,11/04/79,AD00924
BU00417,Marlon,Luis,19/11/69,AD00214
BU00418,Dru,Skyram,11/05/96,AD00371
BU00419,Corry,Prinett,06/03/84,AD00778
BU00420,Russell,Skpsey,04/07/80,AD00517
BU00421,Marlie,Varty,09/08/71,AD00593
BU00422,Felike,Wiltsher,17/03/65,AD00837
BU00423,Reggie,Kezor,26/09/96,AD00758
BU00424,Cordelie,Lindell,12/11/86,AD00851
BU00425,Geoffry,Pothecary,10/10/85,AD00669
BU00426,Sybila,Houseman,21/05/02,AD00748
BU00427,Michel,Greeno,25/01/03,AD00843
BU00428,Tibold,Cummungs,05/12/94,AD00699
BU00429,Rhoda,Brandenburg,03/04/76,AD00103
BU00430,Annnora,Ladley,28/03/78,AD00855
BU00431,Arnoldo,Truscott,06/10/80,AD00993
BU00432,Maureene,Balcers,03/03/81,AD00615
BU00433,Amber,Curwood,26/03/67,AD00684
BU00434,Salvidor,Bleyman,06/07/92,AD00524
BU00435,Walton,Parkes,11/09/82,AD00998
BU00436,Idelle,Teesdale,04/02/65,AD00839
BU00437,Pearline,Emmanueli,20/11/75,AD00832
BU00438,Pris,Skirvane,17/02/90,AD00232
BU00439,Filmer,Callcott,23/07/94,AD00354
BU00440,Fairfax,Bretton,11/11/83,AD00730
BU00441,Meggy,Camous,11/10/72,AD00813
BU00442,Gwynne,Boeter,24/08/72,AD00881
BU00443,Carlita,Duesberry,16/08/64,AD00786
BU00444,Batholomew,Behagg,30/12/81,AD00566
BU00445,Lettie,Davisson,24/04/65,AD00119
BU00446,Norry,Boshard,30/11/61,AD00128
BU00447,Tallie,Haller,10/04/63,AD00861
BU00448,Mollee,Schiefersten,23/04/90,AD00923
BU00449,Ynez,Addicote,13/03/92,AD00369
BU00450,Robers,Winslade,25/05/70,AD00199
BU00451,Shirleen,Yarr,10/09/97,AD00088
BU00452,Thornie,Kamien,13/02/79,AD00538
BU00453,Buck,Loseke,16/03/02,AD00237
BU00454,Ogdan,Pfleger,10/12/73,AD00557
BU00455,Melessa,Brewett,30/09/71,AD00286
BU00456,Constantine,Ropkins,23/02/88,AD00724
BU00457,Gertrudis,Borrow,20/06/01,AD00061
BU00458,Jennee,Rathe,16/10/86,AD00433
BU00459,Lindon,Gollin,23/11/80,AD00186
BU00460,Vannie,Mowat,03/07/76,AD00010
BU00461,Jaynell,Greggs,22/02/01,AD00920
BU00462,Filia,Swin,19/03/87,AD00574
BU00463,Leisha,Fulkes,13/03/70,AD00815
BU00464,Drucy,Tarbatt,28/01/99,AD00741
BU00465,Joannes,Trim,26/07/01,AD00280
BU00466,Brianna,Olenchenko,25/04/81,AD00195
BU00467,Gaspard,Darmody,11/03/65,AD00382
BU00468,Derick,Stovine,15/08/74,AD00640
BU00469,Tirrell,Tomei,07/12/83,AD00844
BU00470,Maximilianus,Milhench,03/08/81,AD00377
BU00471,Dane,Bater,12/03/76,AD00655
BU00472,Hephzibah,Ghost,02/05/01,AD00395
BU00473,Rosabel,Edger,28/09/99,AD00191
BU00474,Griswold,Ferrick,11/08/86,AD00376
BU00475,Gertrudis,Sikora,12/04/74,AD00507
BU00476,Cornelius,McFfaden,25/08/68,AD00290
BU00477,Darci,Berntssen,04/06/88,AD00858
BU00478,Izabel,Scudder,22/04/90,AD00249
BU00479,Lexi,Coathup,20/03/94,AD00388
BU00480,Ricca,Lepope,19/10/60,AD00957
BU00481,Nadine,Edgeworth,08/01/83,AD00114
BU00482,Rriocard,Gallemore,07/07/86,AD00921
BU00483,Olia,Mannock,03/11/91,AD00220
BU00484,Tedda,Scrooby,04/06/75,AD00373
BU00485,Pauly,Camell,22/04/02,AD00733
BU00486,Pip,Paulitschke,08/03/81,AD00642
BU00487,Elvera,Dowell,09/11/82,AD00808
BU00488,Letti,Vass,11/11/85,AD00152
BU00489,Ole,Hendrichs,14/03/63,AD00928
BU00490,Gard,Riccioppo,19/04/63,AD00416
BU00491,Yvonne,Whillock,08/03/69,AD00481
BU00492,Marlon,Dewdeny,22/04/91,AD00588
BU00493,Cherianne,Binnion,02/11/81,AD00563
BU00494,Joyann,Haulkham,22/12/62,AD00644
BU00495,Chase,Dussy,01/09/78,AD00037
BU00496,Clark,Sherebrook,31/12/76,AD00014
BU00497,Orton,Petyankin,03/05/72,AD00737
BU00498,Legra,Willimot,04/01/01,AD00932
BU00499,Dannye,Yvon,02/01/91,AD00413
BU00500,Nichole,Rodriguez,20/08/79,AD00680
BU00501,Mariejeanne,Giottoi,25/03/76,AD00145
BU00502,Binnie,Busby,01/05/71,AD00078
BU00503,Ida,Thiem,24/06/99,AD00423
BU00504,Nisse,Du Fray,01/10/67,AD00309
BU00505,Colman,Badsey,31/03/89,AD00814
BU00506,Lanni,Naisbitt,15/10/88,AD00722
BU00507,Kittie,McConway,03/03/80,AD00454
BU00508,Lenna,Madill,26/08/62,AD00476
BU00509,Elle,Jaynes,29/10/62,AD00675
BU00510,Bebe,Scripture,12/08/95,AD00319
BU00511,Fedora,Rillatt,08/06/04,AD00917
BU00512,Laetitia,Ainsworth,13/11/84,AD00670
BU00513,Coralie,Scoggan,18/10/03,AD00223
BU00514,Robina,Hiers,28/11/00,AD00702
BU00515,Wallache,Kumaar,26/10/72,AD00589
BU00516,Raimondo,Frankom,01/05/77,AD00625
BU00517,Evvie,Treend,15/03/67,AD00620
BU00518,Barthel,Mazzey,20/08/70,AD00225
BU00519,Philippe,Griss,02/03/01,AD00585
BU00520,Judith,Trundell,27/11/65,AD00046
BU00521,Haslett,Woliter,10/08/60,AD00007
BU00522,Wade,Buist,29/01/86,AD00325
BU00523,Nancey,Dominighi,29/05/92,AD00546
BU00524,Hillard,Tricker,09/11/79,AD00980
BU00525,Dodi,Sysland,01/09/00,AD00017
BU00526,Julietta,Grew,07/02/67,AD00097
BU00527,Salome,Tilbury,28/01/01,AD00001
BU00528,Kayla,Ellerey,25/07/75,AD00519
BU00529,Candis,Voules,18/07/80,AD00406
BU00530,Hetti,Kleinplac,10/07/95,AD00005
BU00531,Jorry,Furbank,24/05/76,AD00899
