address_id,house_number,house_name,street,city,county,post_code
AD00103,918,Humber Street,The Boltons,Blackburn,East Riding of Yorkshire,WF1 3AA
AD00104,792,Southgate,Lauderdale Road,Nottingham,Bristol,PL1 1AA
AD00105,1114,Xscape MK,Kensington Palace Gardens,Bradford,Cambridgeshire,FY1 1AA
AD00106,1488,Cathedral Square,Notting Hill Gate,Wolverhampton,Nottinghamshire,EX1 2AA
AD00107,925,Bathurst Buildings,Chipping Norton Street,Sunderland,Durham,SO1 1AA
AD00108,521,The Lansdowne,Chipping Norton Street,Lincoln,Cornwall,NG1 1AA
AD00109,204,Lace Market Wohnungen,Park Avenue Road,Birmingham,Worcestershire,LU1 2AA
AD00110,265,High Street,Barnsbury Road,Leeds,Northamptonshire,S1 3AA
AD00111,415,The Rufus Centre,Wimbledon Park Road,Newcastle upon Tyne,Somerset,BS1 1AA
AD00112,466,Bathurst Buildings,Kensington Palace Gardens,Bradford,Surrey,NR1 2AA
AD00113,198,The iQ Wolverhampton,Notting Hill Gate,Rochdale,West Sussex,OL1 2AA
AD00114,1020,Brindleyplace,The Boltons,Bolton,Merseyside,MK1 1AA
AD00115,136,The iQ Wolverhampton,Thornhill Road,Leicester,Durham,OX1 2AA
AD00116,1367,The Potteries Shopping Centre,Fitzroy Square,Southampton,Merseyside,SP1 3AA
AD00117,1208,Christchurch Park Ipswich,Randolph Crescent,Manchester,Hampshire,PL1 2AA
AD00118,443,Ropewalks,Church Street,Reading,Cumbria,SP1 2AA
AD00119,447,City Park,Parsons Green Lane,Manchester,Bedfordshire,FY1 2AA
AD00120,823,The Buttermarket,Bloomsbury Square,Exeter,West Sussex,HU1 3AA
AD00121,960,Bathurst Buildings,Chipping Norton Street,Bradford,Leicestershire,LE1 3AA
AD00122,220,The Malago Estate,Canonbury Grove,Doncaster,Greater London,FY1 1AA
AD00123,661,Regent Street,Thornhill Road,Bournemouth,Warwickshire,SR1 2AA
AD00124,1327,The Lace House,Church Street,Blackpool,Worcestershire,NE1 3AA
AD00125,1133,Brindleyplace,Gillespie Road,Stoke-on-Trent,Merseyside,SO1 3AA
AD00126,497,The General Hospital Quarter,Church Street,Carlisle,Surrey,MK1 2AA
AD00127,515,Church Wharf,Gillespie Road,Luton,Cornwall,SO1 3AA
AD00128,247,Rochdale Exchange,Church Street,Derby,Suffolk,BL1 1AA
AD00129,1,The Centre MK,Fitzroy Square,Sunderland,Berkshire,DY1 2AA
AD00130,601,The Malago Estate,Lauderdale Road,Doncaster,Cheshire,BD1 2AA
AD00131,432,The Landmark,Wilton Road,Chester,West Midlands,EX1 3AA
AD00132,603,The Vines,Thornhill Road,Cambridge,Devon,EX1 1AA
AD00133,983,The Promenade Apartments,Marylebone High Street,York,North Yorkshire,SN1 3AA
AD00134,242,Gunwharf Quays,Wimbledon Park Road,Kingston upon Hull,Merseyside,BN1 2AA
AD00135,800,Trinity Walk,Notting Hill Gate,Leicester,Cumbria,SO1 1AA
AD00136,975,Watergate Street,Bloomsbury Square,Lincoln,Devon,WV1 2AA
AD00137,1218,The Custard Factory,Marylebone High Street,Liverpool,Norfolk,CR1 3AA
AD00138,1346,The Point,Barons Court Road,Coventry,Wiltshire,LS1 2AA
AD00139,1364,Kirkgate,Alverstone Street,Birmingham,Buckinghamshire,OX1 1AA
AD00140,663,The Broadway,The Crescent,York,Bedfordshire,HU1 3AA
AD00141,934,Cathedral Quarter,Lauderdale Road,Plymouth,Devon,GL1 1AA
AD00142,429,The BH1 Apartments,Marylebone High Street,Peterborough,Lincolnshire,EX1 2AA
AD00143,392,The Lexington,Marylebone High Street,Exeter,Cumbria,B1 1AA
AD00144,57,Chapelfield Road,Chipping Norton Street,Ipswich,Norfolk,YO1 1AA
AD00145,1314,The Broadway,Highbury Fields,Doncaster,Northumberland,WF1 2AA
AD00146,1445,Waterfront,Addison Road,Northampton,Lancashire,TS1 3AA
AD00147,383,Lakeside Village,Kensington Palace Gardens,Kingston upon Hull,Dorset,TS1 3AA
AD00148,163,The Elements,Barnsbury Road,Leeds,East Riding of Yorkshire,FY1 1AA
AD00149,972,St Paul's Place,Highbury Fields,Reading,Herefordshire,WV1 1AA
AD00150,454,The Silk Mill,Wilton Road,Lincoln,Cornwall,LE1 3AA
AD00151,1107,Chapelfield Road,Weltjie Road,Manchester,Cheshire,SO1 1AA
AD00152,1313,Waterfront,Parsons Green Lane,Liverpool,Hertfordshire,WV1 3AA
AD00153,1466,Linthorpe Road,Parsons Green Lane,Northampton,Cumbria,GL1 2AA
AD00154,576,Southgate,Thornhill Road,Southampton,Cumbria,CA1 1AA
AD00155,1219,Highcross Leicester,Barnsbury Road,Salisbury,Cornwall,FY1 2AA
AD00156,245,City Walls,Gillespie Road,Rochdale,Cumbria,BN1 2AA
AD00157,939,The Quays,Barnsbury Road,Birmingham,Norfolk,TS1 1AA
AD00158,1382,Victoria Street,Parsons Green Lane,Liverpool,Northamptonshire,IP1 3AA
AD00159,1129,Rivergate,Bloomsbury Square,Middlesbrough,South Yorkshire,EX1 3AA
AD00160,354,The Strand,Bloomsbury Square,Chester,Essex,MK1 1AA
AD00161,67,The Barbican,Sutherland Avenue,Southampton,Worcestershire,YO1 1AA
AD00162,1208,Sutton Harbour,Lyttelton Road,Kingston upon Hull,Herefordshire,SO1 3AA
AD00163,529,Highcross Leicester,The Boltons,Luton,City of London,MK1 3AA
AD00164,641,The Docks,Bloomsbury Square,Luton,Greater London,LU1 2AA
AD00165,171,Church Wharf,Chipping Norton Street,Peterborough,Cumbria,WF1 2AA
AD00166,1495,The Randolph,Kensington Palace Gardens,Southampton,Lancashire,IP1 1AA
AD00167,1402,Crusader Court,The Boltons,Dudley,Cambridgeshire,PL1 1AA
AD00168,1038,The Rufus Centre,Bramerton Street,Nottingham,Hampshire,SP1 2AA
AD00169,334,Minster Court,Bramerton Street,Exeter,Nottinghamshire,S1 1AA
AD00170,911,The Rufus Centre,Bramerton Street,York,East Sussex,M1 1AA
AD00171,1012,Trinity Leeds,Gillespie Road,Sunderland,East Riding of Yorkshire,CB1 3AA
AD00172,788,Sutton Harbour,Highbury Fields,Blackpool,Nottinghamshire,B1 2AA
AD00173,178,The Broadway,The Crescent,Carlisle,Staffordshire,LU1 2AA
AD00174,1401,Guildhall Square,Kensington Palace Gardens,Stoke-on-Trent,Berkshire,DE1 1AA
AD00175,167,Victoria Street,Marylebone High Street,Stoke-on-Trent,Worcestershire,DN1 3AA
AD00176,910,The Bridges,Wilton Road,Peterborough,Worcestershire,LS1 3AA
AD00177,746,The Brunel Centre,Fitzroy Square,Northampton,West Midlands,NG1 1AA
AD00178,480,The Vines,Thornhill Road,Coventry,Rutland,S1 3AA
AD00179,172,The Regency,Lyttelton Road,Gloucester,Devon,OX1 1AA
AD00180,1438,Deansgate Quays,Elgin Avenue,Bournemouth,Leicestershire,GL1 2AA
AD00181,906,The Triangle,Elgin Avenue,Dudley,Bedfordshire,CR1 2AA
AD00182,1476,The Drapery,Chipping Norton Street,Leeds,West Sussex,BH1 1AA
AD00183,234,The Avenue,Church Street,Brighton,Northamptonshire,DN1 2AA
AD00184,1225,Southgate,Margravine Road,Blackburn,Greater Manchester,CB1 3AA
AD00185,46,The Quadrant,Randolph Crescent,Birmingham,Lincolnshire,SO1 2AA
AD00186,1000,Velocity Apartments,Alverstone Street,Sheffield,Oxfordshire,CB1 1AA
AD00187,1163,The Pumphouse,Margravine Road,Luton,Lincolnshire,BD1 2AA
AD00188,1412,Transporter Bridge Apartments,Lyttelton Road,Nottingham,Worcestershire,WV1 3AA
AD00189,449,Bede House,Thornhill Road,Northampton,Merseyside,SN1 3AA
AD00190,1394,The Butts,Bloomsbury Square,Exeter,Northumberland,BD1 3AA
AD00191,200,Southgate Street,Wilton Road,Portsmouth,Somerset,LU1 1AA
AD00192,635,Cathedral Green,Elgin Avenue,Ipswich,Cambridgeshire,TS1 3AA
AD00193,540,The Broadway,Parsons Green Lane,Coventry,Warwickshire,RG1 3AA
AD00194,1172,The Cube,Wilton Road,Brighton,Oxfordshire,DN1 2AA
AD00195,1191,The Quadrant,Margravine Road,Rochdale,Isle of Wight,MK1 1AA
AD00196,823,Midsummer Boulevard,Church Street,Bristol,East Sussex,FY1 2AA
AD00197,600,Kings Walk,Church Street,Brighton,East Riding of Yorkshire,LN1 2AA
AD00198,1064,The Big One Apartments,The Boltons,Bradford,Cheshire,SP1 3AA
AD00199,1463,The Broadway,Addison Road,Luton,Durham,LE1 3AA
AD00200,1082,The Curve,Canonbury Grove,Reading,Greater London,TS1 2AA
AD00201,980,The Lansdowne,Notting Hill Gate,Salisbury,Greater Manchester,BD1 3AA
AD00202,521,The Barbican,Kensington Palace Gardens,Chester,Staffordshire,NG1 1AA
AD00203,1008,Arena Central,Lyttelton Road,Norwich,Norfolk,BH1 2AA
AD00204,1335,Frenchgate Shopping Centre,Highbury Fields,Blackburn,Worcestershire,TS1 1AA
AD00205,1499,Bede House,Lauderdale Road,Middlesbrough,Isle of Wight,BN1 2AA
AD00206,27,The Bridges,Parsons Green Lane,Chester,Berkshire,CH1 2AA
AD00207,325,The Pumphouse,Alverstone Street,Bolton,East Sussex,EX1 3AA
AD00208,656,The Broadway,Barnsbury Road,Dudley,West Sussex,SP1 2AA
AD00209,705,Middlehaven,Weltjie Road,Brighton,Greater Manchester,BD1 2AA
AD00210,1494,The Distillery,Barons Court Road,Sunderland,Greater Manchester,SP1 3AA
AD00211,550,Trinity Leeds,Gillespie Road,Sheffield,Shropshire,BS1 1AA
AD00212,456,The iQ Wolverhampton,Addison Road,Chester,Devon,WD1 1AA
AD00213,624,Gunwharf Quays,Church Street,Gloucester,Hertfordshire,WD1 1AA
AD00214,1328,The Curve,Park Avenue Road,Stoke-on-Trent,Bristol,WD1 1AA
AD00215,679,The General Hospital Quarter,The Crescent,Watford,Lancashire,MK1 2AA
AD00216,1474,The Custard Factory,Gillespie Road,Bradford,South Yorkshire,FY1 1AA
AD00217,1030,Sutton Harbour,Margravine Road,Derby,Northamptonshire,BS1 3AA
AD00218,1028,Victoria Street,Kensington Palace Gardens,Bradford,Nottinghamshire,LU1 3AA
AD00219,1293,Wapping Wharf,Fitzroy Square,Luton,Northumberland,BN1 3AA
AD00220,469,The Centre MK,The Boltons,Ipswich,Somerset,LU1 1AA
AD00221,758,The Holbeck,Sutherland Avenue,Blackburn,Durham,BN1 1AA
AD00222,150,St Paul's Place,Wimbledon Park Road,Birmingham,Derbyshire,LU1 1AA
AD00223,316,Victoria Street,Alverstone Street,Coventry,South Yorkshire,HU1 3AA
AD00224,1378,Kings Walk,Canonbury Grove,Manchester,Cumbria,WV1 2AA
AD00225,424,Transporter Bridge Apartments,Marylebone High Street,Bristol,East Sussex,SO1 3AA
AD00226,918,The Oracle Centre,Wilton Road,Bristol,Essex,CV1 1AA
AD00227,379,Bournville Wharf,The Crescent,Norwich,East Riding of Yorkshire,BS1 1AA
AD00228,1210,The Workstation,Addison Road,Doncaster,Northamptonshire,SO1 1AA
AD00229,1143,The Broadway,Margravine Road,Oxford,Cambridgeshire,DE1 3AA
AD00230,829,The Maltings,Canonbury Grove,Wolverhampton,Nottinghamshire,BH1 2AA
AD00231,238,City Park,Chipping Norton Street,Bolton,North Yorkshire,LN1 2AA
AD00232,75,The Centre MK,Highbury Fields,Swindon,Berkshire,BH1 3AA
AD00233,787,The Bottle Yard Studios,Bramerton Street,Luton,Hampshire,NE1 3AA
AD00234,646,Castlegate,Barons Court Road,Manchester,Greater Manchester,HU1 3AA
AD00235,1202,The BH1 Apartments,Canonbury Grove,Rochdale,Oxfordshire,PL1 3AA
AD00236,661,The Residence,Addison Road,Watford,Norfolk,CA1 2AA
AD00237,1006,Transporter Bridge Apartments,Alverstone Street,Swindon,Buckinghamshire,EX1 2AA
AD00238,167,Trinity Leeds,Alverstone Street,Milton Keynes,Merseyside,BL1 3AA
AD00239,1066,The Randolph,Chipping Norton Street,Exeter,Herefordshire,SR1 2AA
AD00240,1410,Southgate Street,Highbury Fields,Coventry,Cambridgeshire,BS1 2AA
AD00241,1438,Wapping Wharf,Lauderdale Road,Oxford,Surrey,B1 1AA
AD00242,1144,Lace Market Wohnungen,Askew Road,Sheffield,Cambridgeshire,IP1 1AA
AD00243,747,The Oracle Centre,Church Street,Southampton,Hampshire,BS1 3AA
AD00244,1376,The Lexington,Canonbury Grove,Rochdale,Cambridgeshire,RG1 2AA
AD00245,972,The Lace House,The Boltons,Sheffield,North Yorkshire,HU1 1AA
AD00246,628,The General Hospital Quarter,Bloomsbury Square,Carlisle,Hampshire,FY1 2AA
AD00247,732,The Silk Mill,Barnsbury Road,Plymouth,Cornwall,WF1 1AA
AD00248,239,Watergate Street,Randolph Crescent,Kingston upon Hull,Hertfordshire,WV1 2AA
AD00249,1417,Tombland,Margravine Road,Bolton,Derbyshire,DY1 2AA
AD00250,745,The iQ Wolverhampton,Canonbury Grove,Luton,Hampshire,LS1 1AA
AD00251,55,Blackburn Mall,Parsons Green Lane,Norwich,Northumberland,LN1 3AA
AD00252,214,Bede House,Chipping Norton Street,Rochdale,East Riding of Yorkshire,OX1 3AA
AD00253,205,Christchurch Park Ipswich,Margravine Road,Chester,Isle of Wight,OX1 3AA
AD00254,376,The Buttermarket,Fitzroy Square,Bristol,West Midlands,CH1 3AA
AD00255,871,Bathurst Buildings,Sutherland Avenue,Swindon,Cornwall,DY1 2AA
AD00256,1011,Sutton Harbour,Bloomsbury Square,Plymouth,East Sussex,PE1 2AA
AD00257,970,Leopold Square,Barnsbury Road,Rochdale,North Yorkshire,DE1 2AA
AD00258,605,The Rows,Highbury Fields,Nottingham,Hertfordshire,LU1 1AA
AD00259,1143,County Oak,Marylebone High Street,Leeds,West Midlands,B1 3AA
AD00260,819,Victoria Street,The Crescent,Lincoln,Rutland,WF1 1AA
AD00261,61,Castle Quay Apartments,Church Street,Blackburn,Worcestershire,PL1 1AA
AD00262,1308,The Exchange,Addison Road,Nottingham,Cambridgeshire,SN1 1AA
AD00263,885,The Quay,Elgin Avenue,Milton Keynes,Devon,NR1 1AA
AD00264,537,Manchester One,Gillespie Road,Blackpool,East Sussex,TS1 1AA
AD00265,1114,County Oak,Elgin Avenue,Ipswich,Berkshire,WD1 2AA
AD00266,1064,The Ruskin,Highbury Fields,Wakefield,Isle of Wight,CB1 3AA
AD00267,1265,Grand Arcade,Lauderdale Road,Birmingham,Hertfordshire,CR1 2AA
AD00268,895,The Promenade Apartments,Weltjie Road,Blackpool,Wiltshire,M1 2AA
AD00269,496,Blackburn Mall,Kensington Palace Gardens,Birmingham,Wiltshire,IP1 2AA
AD00270,431,The Custard Factory,Askew Road,Leeds,Essex,CB1 1AA
AD00271,630,Steep Hill,Parsons Green Lane,Luton,Derbyshire,NR1 3AA
AD00272,304,Lace Market Wohnungen,Notting Hill Gate,Sheffield,Surrey,TS1 3AA
AD00273,843,Bathurst Buildings,Canonbury Grove,Gloucester,Greater Manchester,DN1 1AA
AD00274,499,The Market Place,Barons Court Road,Plymouth,Worcestershire,EX1 2AA
AD00275,234,The Hive,Chipping Norton Street,Leicester,Greater Manchester,MK1 3AA
AD00276,630,Porter Valley,Parsons Green Lane,Leeds,Lancashire,FY1 1AA
AD00277,567,Bede House,Fitzroy Square,Cambridge,Greater Manchester,SP1 1AA
AD00278,714,Bathurst Buildings,Church Street,Oxford,Kent,IP1 3AA
AD00279,644,Bede House,Alverstone Street,Chester,Oxfordshire,WV1 3AA
AD00280,166,The Sands,Barnsbury Road,Milton Keynes,Derbyshire,BN1 3AA
AD00281,968,Kings Walk,Marylebone High Street,Southampton,Herefordshire,CV1 2AA
AD00282,1233,The Drapery,Elgin Avenue,Sunderland,East Sussex,LU1 1AA
AD00283,681,The Hive,Notting Hill Gate,Kingston upon Hull,Tyne and Wear,CB1 1AA
AD00284,7,The Lanes Apartments,Canonbury Grove,Coventry,East Sussex,WD1 3AA
AD00285,646,The Silk Mill,Kensington Palace Gardens,Ipswich,Cambridgeshire,PL1 1AA
AD00286,1012,The Lumen,Weltjie Road,Wakefield,Bedfordshire,SP1 1AA
AD00287,1028,The Brewery Wharf,Chipping Norton Street,Birmingham,Lincolnshire,NR1 1AA
AD00288,311,Trinity Leeds,Gillespie Road,Plymouth,Norfolk,DE1 1AA
AD00289,848,The Quadrant,Wilton Road,Crawley,Leicestershire,HU1 3AA
AD00290,1005,The Beacon,Margravine Road,Derby,Shropshire,BD1 1AA
AD00291,398,The Wave,Bloomsbury Square,Coventry,Gloucestershire,FY1 3AA
AD00292,217,The Quadrant,Gillespie Road,Dudley,Leicestershire,PE1 3AA
AD00293,130,The Rows,Barnsbury Road,Cambridge,Norfolk,CR1 3AA
AD00294,1311,Edgbaston Park,Gillespie Road,Sunderland,Warwickshire,NN1 2AA
AD00295,1085,The Potteries Shopping Centre,Weltjie Road,Manchester,Cambridgeshire,NR1 1AA
AD00296,754,The Grafton,Askew Road,Manchester,East Riding of Yorkshire,NG1 1AA
AD00297,1048,City Walls,Weltjie Road,Derby,Tyne and Wear,BD1 1AA
AD00298,775,The Drapery,Gillespie Road,Luton,West Sussex,FY1 1AA
AD00299,1235,The Norwich Lanes,The Boltons,Exeter,Bristol,BH1 3AA
AD00300,233,Middlehaven,Lauderdale Road,Luton,Somerset,BN1 1AA
AD00301,275,Transporter Bridge Apartments,Margravine Road,Liverpool,Merseyside,OX1 2AA
AD00302,1337,Deansgate Quays,Park Avenue Road,Crawley,Hampshire,MK1 3AA
AD00303,1280,Cathedral Square,Askew Road,Luton,Greater Manchester,CB1 3AA
AD00304,1283,Cathedral Square,Barnsbury Road,Newcastle upon Tyne,Dorset,SR1 3AA
AD00305,1151,The Waterfront,Fitzroy Square,Southampton,Merseyside,LE1 3AA
AD00306,806,Midsummer Boulevard,Askew Road,Norwich,Northumberland,BH1 2AA
AD00307,666,Minster Court,Park Avenue Road,Wakefield,Herefordshire,WF1 3AA
AD00308,563,Midsummer Boulevard,Alverstone Street,Luton,North Yorkshire,MK1 2AA
AD00309,14,Minster Court,Lauderdale Road,Southampton,Cornwall,B1 3AA
AD00310,136,The Hive,Weltjie Road,Bolton,East Riding of Yorkshire,LE1 1AA
AD00311,699,Kirkgate,Addison Road,Rochdale,Gloucestershire,IP1 1AA
AD00312,825,Southgate,Kensington Palace Gardens,Leeds,North Yorkshire,LS1 2AA
AD00313,233,The Cube,Elgin Avenue,Southampton,Cambridgeshire,LN1 3AA
AD00314,544,Fisherton Street,Church Street,Reading,Lancashire,BN1 1AA
AD00315,1490,Market Square,Margravine Road,Manchester,Tyne and Wear,CA1 3AA
AD00316,116,Blackburn Mall,Highbury Fields,Dudley,Rutland,BD1 1AA
AD00317,950,The Drapery,Gillespie Road,Chester,Derbyshire,B1 3AA
AD00318,803,Rochdale Exchange,Park Avenue Road,Bolton,East Sussex,NE1 1AA
AD00319,1036,Cathedral Green,Lyttelton Road,Luton,Warwickshire,BD1 1AA
